,headlines,sentiment
5435,"(CNN) -- Stocks on key Asian exchanges dropped modestly early Monday on what is .  financial stability and economic growth,"" G7 finance ministers and central .",0
5436,The slow level of employment growth is not a sign of a stagnant economy. It is the result of .  The stock's valuation is writing checks the company can't cash.,2
5437,"Most local stocks closed higher Friday, allowing the main-share index to climb back to 4,300 as investors found relief in fresh signs of an improving American .",2
5438,"MANILA, Philippines—The Philippine stock market on Tuesday descended into .  the path of better economic fundamentals so business will continue to thrive,” .",1
5439,"A sell-off in stocks accelerated Monday afternoon following the news of explosions .  The Chinese economy grew 7.7% in the first quarter, compared with a year earlier. . . The indexes for general business conditions and new orders remained .",0
5440,"Here are five prize-winning economic theories that you'll want to be familiar with. .  fish and lobster stocks, and pastures through collective property rights.",1
5441,"Through an Initial Public Offering, or IPO, a company raises capital by issuing shares of stock, or equity in a public market. Generally, this refers to when a .",1
5442,Ones that carry significant meaning for the economy and stock market. .  Alcoa: Its aluminum business provides clues on the amount of industrial spending.,1
5443,"By Cory Lam. SHANGHAI, May 12 – Increasing labor costs and the related issues associated with it are probably not something of a novelty for businesses .",1
5444,Stock markets provide businesses a venue for raising capital. Companies .  Stock markets are at the core of the free market economic system. They allocate .,1
5445,"The report is scrutinized for what it has to say about the state of the economy. .  low numbers, and the information from the business and household surveys .",1
5446,"More importantly, there are a number of telling stock market measures that are telegraphing similar optimism on the US economy by rising over their previous .",1
5447,The other half of the economy is represented through private businesses. This means the stock market in its entirety is an incomplete reflection of economic .,0
5448,"A slower period for the economy may be a serious headwind for stocks. .  The company indicated same-store sales would be down in high single digits, but .",0
5449,"“I try to buy stock in businesses that are so wonderful that an idiot can run them. .  “Stop trying to predict the direction of the stock market, the economy or .",1
5450,"Last week, the Dow Jones hit a record high — at least if you didn't adjust for inflation. So who actually benefits from a booming stock market? In one sense, lots .",2
5451,"They also tend to favor small-capitalization stocks, which have historically beaten the .  Three economists, Luigi Guiso of the Einaudi Institute for Economics and .",2
5452,"The idea that a few bankers control a large chunk of the global economy might .  each company's operating revenues, to map the structure of economic power.",1
5453,"European and US stock markets have suffered more large falls, led by steep declines .  Mr Berlusconi and economy minister Giulio Tremonti met business and .",0
5454,IF investor behavior foreshadows what's in store for the economy several months .  Businesses that stand to thrive during inflationary periods are those that have .,2
5455,"They all include “Shanghai” in their company name. .  It's meant to be a testing ground for broader economic reforms, which could include increasing the flow of .",1
5456,"The rates on capital gains — which include profits from the sale of stocks, bonds .  rate say it spurs more investment in the U.S. economy, benefiting all Americans. . . taxes across the board for workers, small-business people and job creators,” .",2
5457,"It does business only with current and former members of the military and their .  Fellow at the Peterson Institute for International Economics in Washington, .",2
5458,"The stock market rally that began last summer was fueled by the Fed's efforts which improved U.S. .  ""A stronger economy helps smaller businesses,"" he said.",2
5459,"Stock markets across the globe have been on the upswing over the past few months .  Meanwhile, there are now hopes of a recovery in the Japanese economy, .",2
5460,South Korea's economy and its stock market are dominated by dozens of financially .  These conglomerates are complex businesses that often have circular .,2
